from,to,dist
238,41,434
238,45,212
238,46,529
238,178,289
238,190,702
238,239,543
238,549,632
238,1274,726
239,1,270
239,3,952
239,4,484
239,5,1010
239,6,663
239,7,634
239,8,916
239,9,319
239,10,631
239,11,815
239,12,829
239,14,834
239,16,336
239,17,1174
239,18,865
239,21,408
239,25,181
239,30,1960
239,31,1444
239,33,1005
239,34,512
239,35,820
239,38,814
239,41,754
239,45,742
239,46,814
239,147,695
239,178,329
239,182,574
239,183,614
239,184,688
239,185,954
239,187,753
239,189,925
239,190,849
239,238,543
239,268,578
239,269,875
239,296,545
239,395,881
239,416,327
239,441,345
239,632,778
239,2073,723
239,2090,647
240,1,902
240,3,1660
240,4,905
240,6,327
240,7,356
240,9,1190
240,10,371
240,15,1073
240,16,1211
240,17,1113
240,18,847
240,19,1150
240,21,566
240,25,1137
240,26,2560
240,29,2086
240,30,2356
240,31,1732
240,34,1325
240,35,160
240,45,237
240,46,613
240,83,1202
240,178,683
240,183,720
240,190,840
240,363,690
240,1274,1146
240,1295,1185
242,1,619
242,5,334
242,10,94
242,15,852
242,18,592
242,31,1470
242,45,83
242,46,370
242,178,413
242,363,465
242,445,943
242,549,828
242,1274,913
242,1295,964
244,1,2086
244,3,1477
244,6,2388
244,8,1427
244,10,2350
244,11,1606
244,12,2513
244,13,373
244,15,2402
244,17,1513
244,18,1776
244,20,646
244,22,605
244,23,86
244,26,480
244,27,387
244,28,404
244,29,530
244,30,397
244,31,906
244,35,2492
244,37,2459
244,38,1620
244,149,479
244,151,390
244,178,2237
244,181,439
244,186,1438
244,187,1674
244,190,1785
244,196,2401
244,271,437
244,605,358
244,640,2432
244,864,207
244,877,310
244,886,649
263,1,1181
263,8,591
263,10,1459
263,11,809
263,13,832
263,15,1518
263,17,723
263,18,908
263,20,551
263,22,1065
263,23,961
263,25,1475
263,26,815
263,29,409
263,30,603
263,31,73
263,33,732
263,83,1573
263,1070,543
264,1,151
264,7,612
264,8,601
264,10,594
264,11,594
264,15,536
264,18,511
264,31,1045
264,34,380
264,46,555
264,178,332
265,1,134
265,3,681
265,6,681
265,7,652
265,8,596
265,11,561
265,14,865
265,15,479
265,16,662
265,17,854
265,18,584
265,25,460
265,30,1613
265,31,1080
265,38,569
265,45,771
265,46,625
265,147,598
265,178,350
265,186,585
265,190,570
267,8,835
267,17,488
267,18,777
267,29,507
267,30,842
267,31,301
267,35,1484
267,178,1319
267,1070,873
268,1,322
268,3,875
268,6,493
268,7,472
268,8,731
268,9,897
268,10,450
268,11,787
268,12,660
268,13,1837
268,14,657
268,15,719
268,16,912
268,17,603
268,18,287
268,20,1502
268,25,728
268,26,1799
268,30,1619
268,31,1021
268,35,640
268,38,803
268,41,304
268,45,575
268,46,306
268,147,335
268,178,335
268,190,271
268,239,578
268,363,491
268,421,490
268,430,533
268,549,698
268,1070,1486
268,1274,730
268,1295,807
269,1,712
269,3,1364
269,4,632
269,5,394
269,6,281
269,7,296
269,8,1210
269,9,1167
269,10,284
269,12,300
269,13,2211
269,14,291
269,15,1012
269,16,1187
269,17,732
269,18,472
269,20,1907
269,21,488
269,25,1055
269,30,1980
269,31,1355
269,35,281
269,41,191
269,45,278
269,46,240
269,83,1145
269,178,546
269,190,467
269,239,875
269,283,250
270,1,550
270,8,189
270,11,192
270,30,1240
270,31,791
270,34,270
270,178,763
270,430,451
271,3,1373
271,8,1270
271,11,1480
271,13,675
271,17,1138
271,18,1432
271,20,735
271,22,398
271,23,522
271,24,522
271,26,750
271,29,290
271,30,520
271,31,647
271,42,511
271,149,343
271,244,437
271,280,335
271,886,287
271,920,198
271,1070,750
272,13,2610
272,20,2973
272,22,2698
272,23,2443
272,24,2462
272,26,2670
272,31,3407
272,37,102
272,42,2453
272,196,201
272,640,263
273,3,341
273,8,281
273,11,457
273,20,586
273,30,773
273,31,456
273,38,474
273,186,292
273,314,481
277,1,241
277,3,708
277,4,402
277,6,799
277,8,684
277,11,570
277,18,812
277,38,569
277,178,439
277,187,636
278,3,274
278,8,462
278,11,295
278,17,1311
278,31,1024
278,33,234
278,38,277
278,186,460
280,1,1988
280,3,1402
280,8,1342
280,11,1527
280,12,2403
280,13,391
280,18,1666
280,20,600
280,22,563
280,23,191
280,24,188
280,26,489
280,27,402
280,28,416
280,29,421
280,30,345
280,31,802
280,42,180
280,149,444
280,186,1353
280,190,1675
280,271,335
280,281,1944
280,885,461
281,1,447
281,3,1072
281,4,337
281,5,638
281,6,336
281,7,322
281,8,924
281,9,974
281,10,299
281,11,985
281,12,482
281,13,1990
281,14,477
281,15,804
281,16,992
281,17,624
281,18,295
281,19,933
281,20,1666
281,21,362
281,22,2010
281,23,2113
281,25,830
281,30,1765
281,31,1150
281,33,1138
281,34,806
281,35,461
281,38,1000
281,41,112
281,42,2103
281,45,405
281,46,155
281,83,932
281,178,347
281,186,918
281,187,408
281,189,329
281,190,282
281,280,1944
281,363,488
281,445,870
282,29,188
282,30,539
282,31,457
282,1070,705
283,1,852
283,5,145
283,6,288
283,7,318
283,9,1206
283,10,325
283,15,1074
283,17,976
283,18,721
283,21,544
283,25,1131
283,30,2230
283,35,143
283,41,422
283,45,212
283,46,488
283,83,1206
283,178,646
283,190,715
283,269,250
283,363,685
283,549,1050
283,1274,1139
283,1295,1186
283,2095,160
283,2097,157
288,1,780
288,8,329
288,11,543
288,13,1199
288,17,545
288,18,587
288,20,868
288,22,1426
288,30,983
288,31,419
288,186,333
288,187,391
288,190,588
288,549,1116
288,1070,853
289,8,308
289,11,428
289,20,579
289,30,794
289,31,564
289,38,440
289,186,318
291,1,858
291,6,283
291,7,313
291,8,1467
291,9,1175
291,10,325
291,11,1504
291,13,2519
291,15,1051
291,16,1196
291,17,1047
291,18,781
291,19,1134
291,21,531
291,23,2617
291,25,1112
291,30,2290
291,31,1666
291,35,115
291,45,195
291,46,547
291,83,1181
291,147,405
291,178,643
291,183,659
291,187,955
291,190,774
291,363,664
292,8,1080
292,17,745
292,22,662
292,29,387
292,30,754
292,31,455
292,149,677
292,1070,879
292,2080,200
292,2081,189
292,2086,197
292,2098,211
292,2103,244
295,1,562
295,8,364
295,11,514
295,13,1419
295,18,438
295,30,1205
295,31,635
295,178,707
295,430,610
295,549,913
295,1070,1063
295,1274,895
295,1295,975
296,1,480
296,4,526
296,5,473
296,8,1155
296,9,807
296,10,100
296,11,1155
296,12,288
296,14,292
296,15,668
296,16,827
296,17,968
296,18,641
296,25,724
296,31,1477
296,35,277
296,41,362
296,45,198
296,46,456
296,147,259
296,178,256
296,183,412
296,239,545
296,445,761
296,549,644
296,1274,732
300,8,180
301,1,565
301,8,672
301,17,342
301,18,130
301,30,1409
301,31,790
301,46,345
301,178,607
301,430,725
301,549,950
301,1070,1309
301,1274,966
301,1295,1046
304,13,2445
304,37,216
304,196,121
305,1,304
305,6,435
305,7,413
305,8,783
305,9,866
305,10,391
305,11,828
305,14,603
305,17,649
305,18,323
305,35,586
305,45,518
305,46,296
305,178,281
305,421,451
305,430,533
305,549,668
305,1274,708
305,1295,782
307,1,794
307,5,153
307,6,219
307,7,248
307,9,1094
307,15,972
307,16,1115
307,17,1054
307,18,770
307,19,1053
307,21,458
307,25,1034
307,28,2482
307,34,1216
307,45,129
307,46,539
307,83,1102
307,148,243
307,363,586
307,626,975
307,1295,1084
308,9,1178
308,15,1022
308,363,651
308,549,998
308,1274,1070
308,1295,1131
309,9,1120
309,15,990
309,45,127
309,46,478
309,549,966
309,1274,1056
309,1295,1102
314,8,355
314,11,201
314,33,135
314,38,187
314,273,481
356,8,157
357,8,89
358,8,164
358,11,74
359,1,533
359,8,689
359,15,937
359,16,1128
359,17,374
359,18,116
359,31,831
359,46,312
359,549,917
359,1274,937
361,8,270
362,1,743
362,3,814
362,7,895
362,8,624
362,11,803
362,14,1028
362,15,1141
362,17,232
362,18,298
362,20,1147
362,23,1544
362,30,1212
362,31,587
362,35,1014
362,45,969
362,46,532
362,178,814
362,187,259
362,190,305
362,430,860
362,549,1123
362,1070,1135
362,1274,1126
362,1295,1207
363,1,316
363,4,470
363,5,738
363,6,400
363,7,372
363,8,1045
363,9,530
363,11,995
363,14,563
363,15,389
363,17,1084
363,18,753
363,31,1481
363,32,585
363,35,550
363,41,557
363,45,474
363,46,636
363,147,476
363,178,156
363,184,583
363,185,957
363,240,690
363,242,465
363,268,491
363,281,488
363,283,685
363,291,664
363,307,586
363,308,651
363,378,357
363,379,520
363,387,610
363,435,518
363,608,466
363,609,518
363,620,692
363,632,509
363,968,607
363,1051,456
363,1053,811
363,2073,694
363,2085,382
363,2102,782
363,2109,532
364,1,499
364,8,284
364,11,190
368,3,419
368,8,311
368,11,517
368,20,600
368,30,756
368,31,359
368,38,537
368,186,322
368,190,878
370,8,483
370,11,309
370,18,1234
371,1,448
371,3,389
371,8,382
371,11,253
371,178,674
371,549,607
373,1,191
373,7,408
373,8,919
373,10,401
373,11,876
373,14,617
373,18,666
373,45,522
373,46,584
373,178,89
373,549,356
374,1,106
374,7,522
374,8,693
374,10,505
374,14,733
374,18,501
374,35,716
374,45,639
374,46,505
374,178,241
374,549,491
374,1274,514
375,1,258
375,3,1053
375,4,438
375,5,818
375,6,472
375,7,444
375,8,984
375,9,471
375,10,442
375,11,923
375,12,636
375,14,642
375,16,491
375,18,760
375,22,2409
375,25,371
375,31,1446
375,35,628
375,38,926
375,41,596
375,45,550
375,46,668
375,147,524
375,178,168
375,183,497
375,184,585
375,190,745
375,632,586
376,8,692
376,18,135
376,178,521
377,8,490
377,18,315
377,31,668
378,1,363
378,11,974
378,18,416
378,46,281
378,178,221
378,363,357
379,1,433
379,6,405
379,7,390
379,8,860
379,10,367
379,11,929
379,14,548
379,15,809
379,17,573
379,18,240
379,25,829
379,31,1081
379,35,532
379,41,162
379,45,475
379,46,166
379,178,370
379,190,226
379,363,520
379,549,787
379,1274,833
379,1295,905
381,8,673
381,13,638
381,20,351
381,31,250
382,1,350
382,8,641
382,18,273
382,46,363
382,178,414
382,430,525
382,549,735
383,1,1123
383,8,968
383,17,223
383,18,556
383,29,863
383,30,1203
383,31,626
383,549,1507
383,1070,1219
383,1274,1519
384,8,1310
384,13,209
384,18,1725
384,20,492
384,22,749
384,23,157
384,26,314
384,29,500
384,30,258
384,31,841
384,149,626
384,1070,515
385,1,953
385,8,738
385,17,196
385,18,461
385,20,1079
385,30,1102
385,31,482
385,549,1334
385,1070,1071
385,1274,1334
386,1,577
386,8,227
387,1,509
387,8,858
387,17,487
387,18,156
387,35,576
387,45,528
387,46,128
387,178,460
387,363,610
387,549,871
387,1070,1542
387,1274,913
387,1295,988
388,8,404
390,8,140
391,8,771
391,11,978
391,13,654
391,18,1097
391,20,438
391,29,216
391,30,419
391,31,212
391,1070,438
392,1,351
392,8,499
392,11,375
392,178,576
392,549,483
393,8,562
393,30,968
393,549,1278
393,1070,903
394,1,801
394,8,135
394,11,166
395,1,641
395,3,1103
395,6,527
395,7,523
395,8,930
395,9,1199
395,10,501
395,11,1042
395,14,616
